cve_id,project_name,project_language,affects_multiple,version_introduced,version_patched,cve_publish_date,cvss,project_severity_rating,patch_commit,patch_language,patch_path,patch_location,location_category,nvd_cwe,manual_label,subclass_label,nvd_override,memory_unsafety,primary_advisory,other_references,summary,additional_notes
CVE-2015-7181,Mozilla NSS,C,N,3.6,3.20.1,11/5/2015,7.5,-,https://hg.mozilla.org/projects/nss/rev/8ac7f47eecbb,C,lib/util/secasn1d.c,ASN.1,X.509,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,http://udn.realityripple.com/docs/Mozilla/Projects/NSS/NSS_3.20.1_release_notes,https://bugzilla.mozilla.org/show_bug.cgi?id=1192028,"ASN.1 decoding implementation is missing a variety of different length/null checks, potentially causing a heap overflow and other memory corruption.",-
CVE-2015-4000,Mozilla NSS,C,Y,-,3.19.1,5/21/2015,4.3; 3.7,Moderate,https://hg.mozilla.org/projects/nss/rev/ae72d76f8d24,C,libssl/ssl3con.c,TLS/SSL,SSL,CWE-310: Cryptographic Issues,Cryptographic Issue,Protocol Attack,N,N,https://www.mozilla.org/en-US/security/advisories/mfsa2015-70/,https://weakdh.org/; https://bugzilla.mozilla.org/show_bug.cgi?id=1138554,"Several TLS implementations are vulnerable to a ""Logjam"" attack, where a MITM attacker can force a downgrade attack caused by mishandling of the DHE_EXPORT extension.",-
CVE-2015-2730,Mozilla NSS,C,N,3.9,3.19.1,7/6/2015,4.3,Moderate,https://hg.mozilla.org/projects/nss/rev/2c05e861ce07,C,lib/freebl/ecl/ecp_jac.c,ECC,-,CWE-310: Cryptographic Issues,Cryptographic Issue,Bad Math,N,N,https://www.mozilla.org/en-US/security/advisories/mfsa2015-64/,https://bugzilla.mozilla.org/show_bug.cgi?id=1125025,"ECC implementation (specifically, the double scalar multiplication algorithm) is incorrect in certain exceptional cases and are not adequately checking preconditions, leaving it vulnerable to ECDSA signature spoofing.",-
CVE-2015-2721,Mozilla NSS,C,N,3.1,3.19,7/6/2015,4.3,Moderate,https://hg.mozilla.org/projects/nss/rev/6b4770c76bc8,C,lib/ssl/ssl3con.c,SSL,SSL,CWE-310: Cryptographic Issues,Cryptographic Issue,TLS Implementation,N,N,https://www.mozilla.org/en-US/security/advisories/mfsa2015-71/,https://bugzilla.mozilla.org/show_bug.cgi?id=1086145,"TLS key exchange does not correctly follow the TLS protocol, where the client will take the EC key from an ECDSA certificate if the server does not send its own key exchange message, instead of aborting.",-
CVE-2014-1569,Mozilla NSS,C,N,3.16.2.0,3.17.3,12/15/2014,7.5,-,https://github.com/nss-dev/nss/commit/5b2f1a3be7f9052984f62767ce56a674aea489b0,C,lib/util/quickder.c,ASN.1 decoding,-,-,Cryptographic Issue,Certificate Verification,N/A,N,https://nvd.nist.gov/vuln/detail/CVE-2014-1569,-,"ASN.1 decoding implementation accepts malformed encodings, potentially allowing an attacker to trick a client into accepting forged certificates. Patch commit adds a variety of additional length checks.",-
CVE-2014-1568,Mozilla NSS,C,N,3.1,3.17.1,9/25/2014,7.5,Critical,https://hg.mozilla.org/projects/nss/rev/fb7208e91ae8; https://hg.mozilla.org/projects/nss/rev/ad411fb64046; https://hg.mozilla.org/projects/nss/rev/4e90910ad2f9,C,lib/cryptohi/secvfy.c,X.509/ASN.1,X.509,CWE-310: Cryptographic Issues,Cryptographic Issue,Certificate Verification,N,N,https://www.mozilla.org/en-US/security/advisories/mfsa2014-73/,https://bugzilla.mozilla.org/show_bug.cgi?id=1064636; https://bugzilla.mozilla.org/show_bug.cgi?id=1069405; https://www.imperialviolet.org/2014/09/26/pkcs1.html,"ASN.1 parsing implementation is vulnerable to a signature forgery attack (Bleichenbacher variant) since the implementation does not adequately check the provided ASN.1 values, potentially causing the ASN.1 parser to ignore a certain number of bytes. The missing checks were partially due to lack of universal agreement/specification around what parameters were valid (and this is therefore classified as a general certificate validation issue).",-
CVE-2014-1544,Mozilla NSS,C,N,3.2,3.16.2,7/23/2014,10.0,High,https://hg.mozilla.org/projects/nss/rev/204f22c527f8,C,lib/pk11wrap/pk11cert.c,PK11,X.509,-,Memory Management,Use-After-Free,N/A,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2014-63/,https://bugzilla.mozilla.org/show_bug.cgi?id=963150,PKCS11 implementation contained a use-after-free vulnerability when a certificate buffer is accidentally freed.,-
CVE-2014-1492,Mozilla NSS,C,N,3.12.3,3.16,3/25/2014,4.3,-,https://hg.mozilla.org/projects/nss/rev/709d4e597979,C,lib/certdb/certdb.c,-,X.509,CWE-20: Improper Input Validation,Other,String Matching,N,N,http://udn.realityripple.com/docs/Mozilla/Projects/NSS/NSS_3.16_release_notes,https://bugzilla.mozilla.org/show_bug.cgi?id=903885,"Domain string wildcard matching in certificate parsing does not match the RFC spec, leaving it vulnerable to certificate spoofing.",-
CVE-2014-1491,Mozilla NSS,C,N,3.1,3.15.4,2/6/2014,4.3,High,https://hg.mozilla.org/projects/nss/rev/12c42006aed8,C,lib/freebl/dh.c,Diffie-Hellman,Other Protocols,CWE-326: Inadequate Encryption Strength,Cryptographic Issue,Parameter Validation,N,N,https://www.mozilla.org/en-US/security/advisories/mfsa2014-12/,https://bugzilla.mozilla.org/show_bug.cgi?id=934545,Diffie-Hellman implementation permits unsafe public values that could allow key recovery.,-
CVE-2014-1490,Mozilla NSS,C,N,-,3.15.4,2/6/2014,9.3,High,https://hg.mozilla.org/projects/nss/rev/f50e7e84f082; https://hg.mozilla.org/projects/nss/rev/f6047eb1d0b8,C,lib/ssl/ssl3con.c,SSL,SSL,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Systems Issue,Thread Safety,N,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2014-12/,https://bugzilla.mozilla.org/show_bug.cgi?id=930874; https://bugzilla.mozilla.org/show_bug.cgi?id=930857,"SSL session ticket handling is vulnerable to various race conditions when two different threads are trying to resume the same sesion, causing a use-after-free vulnerability.",-
CVE-2013-5606,Mozilla NSS,C,N,3.15,3.15.3,11/18/2013,5.8,Critical,https://hg.mozilla.org/projects/nss/rev/d29898e0981c,C,lib/certhigh/certvfy.c,Certificate verification,X.509,"CWE-264: Permissions, Privileges, and Access Controls",Cryptographic Issue,Certificate Verification,N,N,https://www.mozilla.org/en-US/security/advisories/mfsa2013-103/,https://bugzilla.mozilla.org/show_bug.cgi?id=910438,Certificate verification code incorrectly accepts malformed certificates with incompatible key usages in certain cases. Patch commit adds a small check to return failure notification.,-
CVE-2013-5605,Mozilla NSS,C,N,3.14,3.15.3,11/18/2013,7.5,Critical,https://hg.mozilla.org/projects/nss/rev/e79a09364b5e,C,lib/ssl/ssl3con.c,SSL,SSL,CWE-20: Improper Input Validation,Memory Management,Buffer Overflow,Y,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2013-103/,https://bugzilla.mozilla.org/show_bug.cgi?id=934016,SSL implementation is vulnerable to a buffer overflow given invalid handshake packets. Patch commit adds an extra length check.,-
CVE-2013-1741,Mozilla NSS,C,N,3.15,3.15.3,11/18/2013,7.5,Critical,https://hg.mozilla.org/projects/nss/rev/612d7d1eb9e7,C,lib/util/secport.c,-,-,CWE-189: Numeric Errors,Memory Management,Buffer Overflow,Y,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2013-103/,https://bugzilla.mozilla.org/show_bug.cgi?id=925100,"Generic memory allocation functions expect a particular integer size as input, but calls to these functions don't check that the input is small enough to avoid truncation. Marked as memory safety since this is all related to the complicated calculus around calculating memory allocation before we get around to the actual malloc calls.",-
CVE-2013-1740,Mozilla NSS,C,N,3.2,3.15.4,1/18/2014,5.8,-,https://hg.mozilla.org/integration/mozilla-inbound/rev/f6bc026a0c36,C,lib/ssl/ssl3con.c,SSL,SSL,CWE-310: Cryptographic Issues,Cryptographic Issue,TLS Implementation,N,N,http://udn.realityripple.com/docs/Mozilla/Projects/NSS/NSS_3.15.4_release_notes,https://bugzilla.mozilla.org/show_bug.cgi?id=919877; https://bugzilla.redhat.com/show_bug.cgi?id=1053725,SSL handshake implementation will accept an arbitrary X.509 certificate due to various major implementation/spec issues (only affects the False Start feature).,-
CVE-2013-1739,Mozilla NSS,C,N,3.12,3.15.2,10/22/2013,5.0,-,https://hg.mozilla.org/projects/nss/rev/56436aa3463f,C,lib/ssl/ssl3con.c,SSL,SSL,-,Memory Management,Uninitialized Memory,N/A,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2013-93/,https://bugzilla.mozilla.org/show_bug.cgi?id=894370,"Data structures used in SSL implementation assume decryption doesn't change the size of the encrypted data, which is incorrect for block ciphers (and so the plaintext length becomes 0). This could potentially result in a variety of (comparatively minor) memory corruption issues.",-
CVE-2013-1620,Mozilla NSS,C,Y (CVE-2013-0169; CVE-2013-1619; CVE-2013-1623; CVE-2013-1624),3.1,3.14.3,2/8/2013,4.3,-,-,-,-,TLS/SSL,-,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2013-1620,https://www.openwall.com/lists/oss-security/2013/02/05/24; https://www.ieee-security.org/TC/SP2013/papers/4977a526.pdf; https://bugzilla.mozilla.org/show_bug.cgi?id=822365,"TLS implementation is vulnerable to the ""Lucky Thirteen"" side-channel attack, which used timing differences in processing malformed CBC padding to recover plaintext.",-
CVE-2013-0791,Mozilla NSS,C,N,3.1,3.15,4/3/2013,5.0,-,https://hg.mozilla.org/projects/nss/rev/7d875a0678df,C,lib/pkcs7/certread.c,PKCS7,X.509,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2013-40/,https://bugzilla.mozilla.org/show_bug.cgi?id=629816,Certificate decoding implementation contains a buffer overread since it does not check certificate field lengths.,-
CVE-2012-0441,Mozilla NSS,C,N,3.2,3.13.4,6/5/2012,5.0,-,-,-,-,ASN.1,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Other Memory Corruption,N,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2012-39/,https://bugzilla.mozilla.org/show_bug.cgi?id=715073,"ASN.1 decoding implementation does not check for zero-length inputs, leading to a number of nasty potential memory issues and other crashes.",-
CVE-2011-5094,Mozilla NSS,C,Y (CVE-2011-1473),3.1,N,6/16/2012,4.3,-,N/A,N/A,-,SSL,-,-,Cryptographic Issue,TLS Implementation,N/A,N,https://nvd.nist.gov/vuln/detail/CVE-2011-5094,https://bugzilla.redhat.com/show_bug.cgi?id=707065; https://bugzilla.mozilla.org/show_bug.cgi?id=780846; https://vincent.bernat.ch/en/blog/2011-ssl-dos-mitigation; https://mailarchive.ietf.org/arch/msg/tls/1A8JR9JsppK9l939lodZlqt4bKc/,"SSL implementation does not restrict client renegotiation, allowing a malicious client to cause DoS/excessive resource consumption by repeatedly renegotiating and forcing the server to run costly computations, etc.","Disputed by NSS. From CVE description: ""NOTE: it can also be argued that it is the responsibility of server deployments, not a security library, to prevent or limit renegotiation when it is appropriate within a specific environment."""
CVE-2009-2404,Mozilla NSS,C,N,-,3.12.4,8/3/2009,9.3,Critical,-,-,-,Certificate parsing,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2009-43/,https://bugzilla.mozilla.org/show_bug.cgi?id=504456,Code that handles regular expressions in certificate fields contained a heap-based buffer overflow since it copies a buffer past the terminating null character.,-
CVE-2007-0009,Mozilla NSS,C,N,-,3.11.5,2/26/2007,6.8,Critical,-,-,-,SSL 2.0,SSL,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2007-06/,https://bugzilla.mozilla.org/show_bug.cgi?id=364323,SSL 2.0 implementation is vulnerable to a buffer overflow since it does not check that user-provided length values are correct. The issue only affects SSL 2.0.,-
CVE-2007-0008,Mozilla NSS,C,N,-,3.11.5,2/26/2007,6.8,Critical,https://bug364319.bmoattachments.org/attachment.cgi?id=249088,C,lib/ssl/sslcon.c,SSL,SSL,CWE-189: Numeric Errors,Memory Management,Buffer Overflow,Y,Y,https://www.mozilla.org/en-US/security/advisories/mfsa2007-06/,https://bugzilla.mozilla.org/show_bug.cgi?id=364319,"SSL implementation is vulnerable to a buffer overflow if the server certificate's public key is too small to encrypt the ""master secret"" used. Patch commit adds an extra length check on the modulus used and input data.",-
CVE-2006-5462,Mozilla NSS,C,N,-,3.11.3,11/8/2006,6.4,Critical,https://bug330114.bmoattachments.org/attachment.cgi?id=214932,C,lib/softoken/rsawrapr.c,RSA,-,-,Cryptographic Issue,Parameter Validation,N/A,N,https://www.mozilla.org/en-US/security/advisories/mfsa2006-66/,https://bugzilla.mozilla.org/show_bug.cgi?id=356215,"RSA signature implementation allowed too-small exponent input, which could potentially allow signature forgery.",-
CVE-2006-4340,Mozilla NSS,C,Y (CVE-2006-4339),-,3.11.3,9/15/2006,4.0,Critical,-,-,-,SSL,SSL,CWE-20: Improper Input Validation,Side Channel,-,N (side channel),N,https://www.mozilla.org/en-US/security/advisories/mfsa2006-60/,https://bugzilla.mozilla.org/show_bug.cgi?id=350640; https://bugzilla.mozilla.org/show_bug.cgi?id=351079; https://bugzilla.mozilla.org/show_bug.cgi?id=351848,"RSA signature implementation is vulnerable to a Bleichenbacher attack, making it vulnerable to signature forgeries (original Bleichenbacher attack).",-
CVE-2022-46393,Mbed TLS,C,N,-,3.3.0,12/15/2022,9.8,-,-,-,-,DTLS,-,CWE-787: Out-of-bounds Write,Memory Management,Buffer Overflow,N,Y,https://github.com/Mbed-TLS/mbedtls/releases/tag/v3.3.0,-,DTLS implementation contains a heap-based buffer overflow for certain connection configurations.,-
CVE-2022-46392,Mbed TLS,C,N,-,3.3.0,12/15/2022,5.3,-,-,-,-,-,-,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2022-46392,https://github.com/Mbed-TLS/mbedtls/releases/tag/v3.3.0,Cache side-channel attack attack could allow an attacker to recover RSA private key from observing memory accesses within a secure enclave.,-
CVE-2022-35409,Mbed TLS,C,N,-,3.2.0,7/15/2022,9.1,Medium,-,-,-,DTLS,-,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2022-07/,-,"DTLS implementation doesn't check that  the cookie length supplied by the client is correct, causing a potential buffer overread of up to 255 bytes past the actual length.",-
CVE-2021-45451,Mbed TLS,C,N,-,3.1.0,12/21/2021,5.0; 7.5,-,-,-,-,AEAD nonce generation,-,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2021-45451,https://github.com/Mbed-TLS/mbedtls/releases/tag/v3.1.0,"AEAD nonce generation reads back from the output buffer, causing a potential policy bypass and/or decryption oracle if buffer is in shared memory.",PSA = Platform Security Architecture
CVE-2021-45450,Mbed TLS,C,N,-,3.1.0,12/21/2021,5.0; 7.5,-,-,-,-,IV generation,-,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2021-45450,https://github.com/Mbed-TLS/mbedtls/releases/tag/v3.1.0,"IV generation reads back from the output buffer, causing a potential policy bypass and/or decryption oracle if buffer is in shared memory.",PSA = Platform Security Architecture
CVE-2021-44732,Mbed TLS,C,N,-,3.0.1,12/20/2021,7.5; 9.8,High,-,-,-,TLS/SSL,-,CWE-415: Double Free,Memory Management,Double Free,N,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2021-12/,https://bugs.gentoo.org/829660,SSL implementation is vulnerable to a double-free if the initial session setup failed due to a memory allocation issue (since the internal session buffer is then freed again after failure).,-
CVE-2021-43666,Mbed TLS,C,N,-,3.0.0,3/24/2022,5.0; 7.5,-,https://github.com/Mbed-TLS/mbedtls/pull/5155/commits,C,library/pkcs12.c,PKCS,X.509,-,Memory Management,Other Memory Corruption,N/A,Y,https://nvd.nist.gov/vuln/detail/CVE-2021-43666,https://github.com/Mbed-TLS/mbedtls/pull/5155,"PKCS12 implementation didn't account for certain password inputs (like null or zero-length), causing a variety of potential memory/resource issues, including null pointer dereference and an infinite loop.",-
CVE-2021-24119,Mbed TLS,C,N,-,2.26.0,7/14/2021,4.0; 4.9,Moderate,-,-,-,base 64 PEM file decoding,Miscellaneous,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://github.com/advisories/GHSA-7wc7-36pp-g93m,-,"PEM file decoding is vulnerable to a side-channel attack, allowing RSA secret key recovery.",-
CVE-2020-36478,Mbed TLS,C,N,-,2.25.0,8/23/2021,5.0; 7.5,-,https://github.com/Mbed-TLS/mbedtls/commit/ca17ebfbc02b57e2bcb42efe64a5f2002c756ea8,C,library/x509_crt.c,X.509,X.509,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,https://github.com/Mbed-TLS/mbedtls/issues/3629,https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.25.0,"X.509 implementation did not check the tag on algorithm parameters, which meant that MbedTLS could incorrectly accept an invalid certificate.",-
CVE-2020-36477,Mbed TLS,C,N,-,2.24.0,8/23/2021,4.3; 5.9,-,https://github.com/Mbed-TLS/mbedtls/pull/2906/commits,C,library/x509_crt.c,X.509,X.509,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,https://github.com/Mbed-TLS/mbedtls/issues/3498,https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.24.0,"X.509 implementation incorrectly matches IP address subject alternative names, allowing certificate spoofing when an IP address is erroneously accepted as a match for a particular hostname.",-
CVE-2020-36476,Mbed TLS,C,N,-,2.24.0,8/23/2021,5.0; 7.5,-,-,-,-,SSL,-,CWE-212: Improper Removal of Sensitive Information Before Storage or Transfer,Memory Management,Memory Leak,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2020-36476,https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.24.0,"SSL implementation doesn't zeroize plaintext buffers, so old application data remains stored in memory.",The issue (#689) reference in the security fix release notes appears to be incorrect/unrelated---likely a typo where the issue number is missing a digit.
CVE-2020-36475,Mbed TLS,C,N,-,2.25.0,8/23/2021,5.0; 7.5,-,https://github.com/Mbed-TLS/mbedtls/commit/9246d041500b96fb0694cbda1d833e420696827e,C,library/bignum.c,Modular exponentiation,BigNum,CWE-131: Incorrect Calculation of Buffer Size,Memory Management,Memory Exhaustion,N,N,https://nvd.nist.gov/vuln/detail/CVE-2020-36475,https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.25.0,"Modular exponentiation implementation doesn't limit the size of the input parameters. If it receives excessively large parameters, this can cause resource exhaustion/DoS since modular exponentiation is time-expensive. Patch institutes a maximum size check.",-
CVE-2020-36426,Mbed TLS,C,N,-,2.24.0,7/19/2021,5.0; 7.5,-,-,-,-,X.509,-,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2020-36426,https://github.com/ARMmbed/mbedtls/releases/tag/v2.24.0,X.509 CRL parsing contains a one-byte buffer overread.,-
CVE-2020-36425,Mbed TLS,C,N,-,2.24.0,7/19/2021,4.3; 5.3,-,https://github.com/Mbed-TLS/mbedtls/pull/3433/commits/a4e86141f1451e8097f85a823a4426e1c1cfdf7c,C,library/x509_crt.c,X.509,X.509,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,https://github.com/Mbed-TLS/mbedtls/pull/3433,https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.24.0; https://github.com/Mbed-TLS/mbedtls/issues/3340,"X.509 certificate revocation checking relied on the system's local clock, and if no clock was available, a certificate was not marked as expired. The issue was due to the implementation not following RFC 5280 and only selectively revoking certificates that were not the CRL.",-
CVE-2020-36424,Mbed TLS,C,N,-,2.24.0,7/29/2021,1.9; 4.7,High,-,-,-,RSA,-,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2020-09-2/,https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.24.0,RSA implementation is vulnerable to a side-channel attack that would allow an attacker to potentially bypass base blinding and recover the RSA private key. ,-
CVE-2020-36423,Mbed TLS,C,Y,-,2.23.0,7/19/2021,5.0; 7.5,-,https://github.com/Mbed-TLS/mbedtls/commit/f4e3fc91336296f97ce89c7b144c28b3056550e4,C,library/ssl_msg.c,SSL,SSL,CWE-319: Cleartext Transmission of Sensitive Information,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2020-36423,https://github.com/Mbed-TLS/mbedtls/issues/3246; https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.23.0,"SSL implementation was vulnerable to a ""Lucky 13"" side-channel attack when using a hardware accelerator.",-
CVE-2020-36422,Mbed TLS,C,N,-,2.23.0,7/19/2021,5.0; 5.3,-,-,-,-,ECC,-,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2020-07/,https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.23.0,ECC implementation is vulnerable to a side-channel attack that would allow full private key recovery.,-
CVE-2020-36421,Mbed TLS,C,N,-,2.23.0,7/19/2021,5.0; 5.3,-,https://github.com/Mbed-TLS/mbedtls/pull/3398/commits,-,library/bignum.c,RSA/modular exponentiation,BigNum,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://nvd.nist.gov/vuln/detail/CVE-2020-36421,https://github.com/Mbed-TLS/mbedtls/issues/3394,RSA modular exponentiation implementation is vulnerable to a side-channel attack that could allow private key recovery.,-
CVE-2020-16150,Mbed TLS,C,N,-,2.24.0,9/2/2020,2.1; 5.5,High,-,-,-,TLS,-,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2020-09-1/,https://github.com/Mbed-TLS/mbedtls/releases/tag/v2.24.0,"TLS-CBC is vulnerable to a cache-based side-channel attack from a ""Lucky 13"" variant.",-
CVE-2020-10941,Mbed TLS,C,N,-,2.16.5,3/24/2020,4.3; 5.9,Medium,https://github.com/ARMmbed/mbed-crypto/pull/352/commits/80cc81103918e33b293b51c306b047b1e1911b72,-,library/pkparse.c,RSA,Signature Algorithms,-,Side Channel,-,N/A,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2020-02/,https://github.com/Mbed-TLS/mbedtls/releases/tag/mbedtls-2.16.5; https://github.com/ARMmbed/mbed-crypto/pull/352,RSA implementation is vulnerable to a cache-based side-channel attack that could allow private key recovery. The attack is launched by measuring cache usage during key import.,-
CVE-2020-10932,Mbed TLS,C,N,-,2.16.6,4/15/2020,1.9; 4.7,High,-,-,-,ECDSA,-,CWE-203: Observable Discrepancy; CWE-327: Use of a Broken or Risky Cryptographic Algorithm,Side Channel,-,N (side channel),N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2020-04/,https://eprint.iacr.org/2020/432.pdf,ECDSA implementation is vulnerable to a side-channel attack enabling an atacker to recover the full ECDSA private key.,-
CVE-2019-18222,Mbed TLS,C,N,-,2.20.0,1/23/2020,1.9; 4.7,High,-,-,-,ECDSA,-,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2019-12/,https://eprint.iacr.org/2020/432.pdf,ECDSA implementation is vulnerable to a side-channel attack enabling an attacker to recover the private key.,-
CVE-2019-16910,Mbed TLS,C,N,-,2.19.0,9/26/2019,2.6; 5.3,High,-,-,-,ECDSA,-,-,Side Channel,-,N/A,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2019-10/,-,"ECDSA signature generation is vulnerable to a side-channel attack due to RNG object reuse, making the blinding countermeasure ineffective.",-
CVE-2018-1000520,Mbed TLS,C,N,-,N,6/26/2018,5.0; 7.5,-,N/A,N/A,-,TLS,-,CWE-295: Improper Certificate Validation,Cryptographic Issue,Certificate Verification,N,N,https://nvd.nist.gov/vuln/detail/CVE-2018-1000520,https://github.com/Mbed-TLS/mbedtls/issues/1561,"Certificate verification will allow ECDSA-signed certificates even when the negotiated ciphersuite is TLS-ECDH-RSA and so only RSA-signed certificates should be accepted. Mbed TLS issue thread argues that it is not exploitable since it requires a relatively specific configuration, and there does not appear to have been any patch.",-
CVE-2018-19608,Mbed TLS,C,Y,-,2.14.1,12/5/2018,1.9; 4.7,-,-,-,-,RSA/PKCS,-,CWE-269: Improper Privilege Management,Side Channel,-,N (side channel),N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2018-03/,https://github.com/Mbed-TLS/mbedtls/releases/tag/mbedtls-2.14.1; https://eyalro.net/project/cat.html,"RSA PKCS#1 v1.5 implementation is vulnerable to a Bleichenbacher padding oracle variant, allowing an attacker to recover RSA plaintext.",-
CVE-2018-9989,Mbed TLS,C,N,-,2.8.0,4/10/2018,5.0; 7.5,-,https://github.com/Mbed-TLS/mbedtls/commit/740b218386083dc708ce98ccc94a63a95cd5629e; https://github.com/Mbed-TLS/mbedtls/commit/5224a7544c95552553e2e6be0b4a789956a6464e,C,library/ssl_cli.c,SSL,SSL,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2018-9989,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,SSL implementation (ssl_parse_server_psk_hint) is vulnerable to a buffer overread on invalid input.,-
CVE-2018-9988,Mbed TLS,C,N,-,2.8.0,4/10/2018,5.0; 7.5,-,https://github.com/Mbed-TLS/mbedtls/commit/a1098f81c252b317ad34ea978aea2bc47760b215,C,library/ssl_cli.c,SSL,SSL,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2018-9988,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,SSL implementation (ssl_parse_server_key_exchange) is vulnerable to a buffer overread on invalid input.,-
CVE-2018-0498,Mbed TLS,C,N,-,2.12.0,7/28/2018,1.9; 4.7,High,-,-,-,TLS/CBC,-,-,Side Channel,-,N/A,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2018-02/,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,"TLS-CBC is vulnerable to a cache-based side-channel attack, allowing partial plaintext recovery.",-
CVE-2018-0497,Mbed TLS,C,N,-,2.12.0,7/28/2018,4.3; 5.9,High,-,-,-,TLS/CBC,-,-,Side Channel,-,N/A,N,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2018-02/,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,"TLS-CBC is vulnerable to a timing-based side-channel attack, allowing partial plaintext recovery.",-
CVE-2018-0488,Mbed TLS,C,N,-,2.7.0,2/13/2018,7.5; 9.8,High,-,-,-,TLS,-,CWE-787: Out-of-bounds Write,Memory Management,Buffer Overflow,N,Y,https://mbed-tls.readthedocs.io/en/latest/security-advisories/mbedtls-security-advisory-2018-01/,https://github.com/Mbed-TLS/mbedtls/blob/development/ChangeLog,"A specific TLS configuration (with CBC and truncated HMAC extension) is vulnerable to a maliciously crafted packet, potentially causing heap corruption.",-
